Code	Type	Engels	Nederlands
HU-SO, Name for	County	Somogy	Somogy
HU-SS, Name for	City with county rights	Szekszárd	Szekszárd
HU-ST, Name for	City with county rights	Salgótarján	Salgótarján
HU-SZ, Name for	County	Szabolcs-Szatmár-Bereg	Szabolcs-Szatmár-Bereg
HU-TB, Name for	City with county rights	Tatabánya	Tatabánya
HU-TO, Name for	County	Tolna	Tolna
HU-VA, Name for	County	Vas	Vas
HU-VE, Name for	County	Veszprém	Veszprém
HU-VM, Name for	City with county rights	Veszprém	Veszprém
HU-ZA, Name for	County	Zala	Zala
HU-ZE, Name for	City with county rights	Zalaegerszeg	Zalaegerszeg
ID-AC, Name for	Province	Aceh	Aceh
ID-BA, Name for	Province	Bali	Bali
ID-BB, Name for	Province	Kepulauan Bangka Belitung	Bangka-Belitung
ID-BE, Name for	Province	Bengkulu	Bengkulu
ID-BT, Name for	Province	Banten	Banten
ID-GO, Name for	Province	Gorontalo	Gorontalo
ID-JA, Name for	Province	Jambi	Jambi
ID-JB, Name for	Province	Jawa Barat	West-Java
ID-JI, Name for	Province	Jawa Timur	Oost-Java
ID-JK, Name for	Capital district	Jakarta Raya	Groot-Jakarta
ID-JT, Name for	Province	Jawa Tengah	Midden-Java
ID-JW, Name for	Geographical unit	Jawa	Java
ID-KA, Name for	Geographical unit	Kalimantan	Kalimantan
ID-KB, Name for	Province	Kalimantan Barat	West-Kalimantan
ID-KI, Name for	Province	Kalimantan Timur	Oost-Kalimantan
ID-KR, Name for	Province	Kepulauan Riau	Riau-eilanden
ID-KS, Name for	Province	Kalimantan Selatan	Zuid-Kalimantan
ID-KT, Name for	Province	Kalimantan Tengah	Centraal-Kalimantan
ID-KU, Name for	Province	Kalimantan Utara	Noord-Kalimantan
ID-LA, Name for	Province	Lampung	Lampung
ID-MA, Name for	Province	Maluku	Molukken
ID-ML, Name for	Geographical unit	Maluku	Molukken
ID-MU, Name for	Province	Maluku Utara	Noord-Molukken
ID-NB, Name for	Province	Nusa Tenggara Barat	West-Nusa Tenggara
ID-NT, Name for	Province	Nusa Tenggara Timur	Oost-Nusa Tenggara
ID-NU, Name for	Geographical unit	Nusa Tenggara	Nusa Tenggara
ID-PA, Name for	Province	Papua	Papoea
ID-PB, Name for	Province	Papua Barat	West-Papua
ID-PP, Name for	Geographical unit	Papua	Papoea
ID-RI, Name for	Province	Riau	Riau
ID-SA, Name for	Province	Sulawesi Utara	Noord-Sulawesi
ID-SB, Name for	Province	Sumatera Barat	West-Sumatra
ID-SG, Name for	Province	Sulawesi Tenggara	Zuidoost-Sulawesi
ID-SL, Name for	Geographical unit	Sulawesi	Sulawesi
ID-SM, Name for	Geographical unit	Sumatera	Sumatra
ID-SN, Name for	Province	Sulawesi Selatan	Zuid-Sulawesi
ID-SR, Name for	Province	Sulawesi Barat	West-Sulawesi
ID-SS, Name for	Province	Sumatera Selatan	Zuid-Sumatra
ID-ST, Name for	Province	Sulawesi Tengah	Centraal Sulawesi
ID-SU, Name for	Province	Sumatera Utara	Noord-Sumatra
ID-YO, Name for	Special region	Yogyakarta	Yogyakarta
IE-C, Name for	Province	Connaught	Connacht
IE-CE, Name for	County	Clare	Clare
IE-CN, Name for	County	Cavan	Cavan
IE-CO, Name for	County	Cork	Cork
IE-CW, Name for	County	Carlow	Carlow
IE-D, Name for	County	Dublin	Dublin
IE-DL, Name for	County	Donegal	Donegal
IE-G, Name for	County	Galway	Galway
IE-KE, Name for	County	Kildare	Kildare
IE-KK, Name for	County	Kilkenny	Kilkenny
IE-KY, Name for	County	Kerry	Kerry
IE-L, Name for	Province	Leinster	Leinster
IE-LD, Name for	County	Longford	Longford
IE-LH, Name for	County	Louth	Louth
IE-LK, Name for	County	Limerick	Limerick
IE-LM, Name for	County	Leitrim	Leitrim
IE-LS, Name for	County	Laois	Laois
IE-M, Name for	Province	Munster	Munster
IE-MH, Name for	County	Meath	Meath
IE-MN, Name for	County	Monaghan	Monaghan
IE-MO, Name for	County	Mayo	Mayo
IE-OY, Name for	County	Offaly	Offaly
IE-RN, Name for	County	Roscommon	Roscommon
IE-SO, Name for	County	Sligo	Sligo
IE-TA, Name for	County	Tipperary	Tipperary
IE-U, Name for	Province	Ulster	Ulster
IE-WD, Name for	County	Waterford	Waterford
IE-WH, Name for	County	Westmeath	Westmeath
IE-WW, Name for	County	Wicklow	Wicklow
IE-WX, Name for	County	Wexford	Wexford
IL-D, Name for	District	Al Janūbī	Debub
IL-HA, Name for	District	H̱efa	Haifa
IL-JM, Name for	District	Al Quds	Al Kadisiah
IL-M, Name for	District	Al Awsaţ	Maekel
IL-TA, Name for	District	Tall Abīb	Tel Aviv
IL-Z, Name for	District	Ash Shamālī	Ash Shamallyah
IN-AN, Name for	Union territory	Andaman and Nicobar Islands	Andaman- en Nicobar-eilanden
IN-AP, Name for	State	Andhra Pradesh	Andhra Pradesh
IN-AR, Name for	State	Arunāchal Pradesh	Arunachal Pradesh
IN-AS, Name for	State	Assam	Assam
IN-BR, Name for	State	Bihār	Bihar
IN-CH, Name for	Union territory	Chandīgarh	Chandigarh
IN-CT, Name for	State	Chhattīsgarh	Chhattisgarh
IN-DH, Name for	Union territory	Dādra and Nagar Haveli and Damān and Diu	Dadra en Nagar Haveli
IN-DL, Name for	Union territory	Delhi	Delhi
IN-GA, Name for	State	Goa	Goa
IN-GJ, Name for	State	Gujarāt	Gujarat
IN-HP, Name for	State	Himāchal Pradesh	Himachal Pradesh
IN-HR, Name for	State	Haryāna	Haryana
IN-JH, Name for	State	Jhārkhand	Jharkhand
IN-JK, Name for	Union territory	Jammu and Kashmīr	Jammu en Kashmir
IN-KA, Name for	State	Karnātaka	Karnataka
IN-KL, Name for	State	Kerala	Kerala
IN-LA, Name for	Union territory	Ladākh	Ladakh
IN-LD, Name for	Union territory	Lakshadweep	Lakshadweep
IN-MH, Name for	State	Mahārāshtra	Maharashtra
IN-ML, Name for	State	Meghālaya	Meghalaya
IN-MN, Name for	State	Manipur	Manipur
IN-MP, Name for	State	Madhya Pradesh	Madhya Pradesh
IN-MZ, Name for	State	Mizoram	Mizoram
IN-NL, Name for	State	Nāgāland	Nagaland
IN-OR, Name for	State	Odisha	Odisha
IN-PB, Name for	State	Punjab	Punjab
IN-PY, Name for	Union territory	Puducherry	Puducherry
IN-RJ, Name for	State	Rājasthān	Rajasthan
IN-SK, Name for	State	Sikkim	Sikkim
IN-TG, Name for	State	Telangāna	Telangana
IN-TN, Name for	State	Tamil Nādu	Tamil Nadu
IN-TR, Name for	State	Tripura	Tripura
IN-UP, Name for	State	Uttar Pradesh	Uttar Pradesh
IN-UT, Name for	State	Uttarākhand	Uttarakhand
IN-WB, Name for	State	West Bengal	West-Bengalen
IQ-AN, Name for	Governorate	Al Anbār	Al Anbar
IQ-AR, Name for	Governorate	Arbīl	NOG NIET VERTAALD
IQ-BA, Name for	Governorate	Al Başrah	Basra
IQ-BB, Name for	Governorate	Bābil	NOG NIET VERTAALD
IQ-BG, Name for	Governorate	Baghdād	Bagdad
IQ-DA, Name for	Governorate	Dahūk	NOG NIET VERTAALD
IQ-DI, Name for	Governorate	Diyālá	NOG NIET VERTAALD
IQ-DQ, Name for	Governorate	Dhī Qār	NOG NIET VERTAALD
IQ-KA, Name for	Governorate	Karbalā’	'Karbala
IQ-KI, Name for	Governorate	Kirkūk	Kirkop
IQ-MA, Name for	Governorate	Maysān	Maysan
IQ-MU, Name for	Governorate	Al Muthanná	Al Muthanna
IQ-NA, Name for	Governorate	An Najaf	Najaf
IQ-NI, Name for	Governorate	Nīnawá	NOG NIET VERTAALD
IQ-QA, Name for	Governorate	Al Qādisīyah	Al Kadisiah
IQ-SD, Name for	Governorate	Şalāḩ ad Dīn	NOG NIET VERTAALD
IQ-SU, Name for	Governorate	As Sulaymānīyah	As Sulaymaniyah
IQ-WA, Name for	Governorate	Wāsiţ	NOG NIET VERTAALD
IR-00, Name for	Province	Markazī	Markazi
IR-01, Name for	Province	Gīlān	Gilan
IR-02, Name for	Province	Māzandarān	Mazandaran
IR-03, Name for	Province	Āz̄ārbāyjān-e Shārqī	Oost-Azerbeijan
IR-04, Name for	Province	Āz̄ārbāyjān-e Ghārbī	West-Azerbeijan
IR-05, Name for	Province	Kermānshāh	Kermanshah
IR-06, Name for	Province	Khūzestān	Khoezistan
IR-07, Name for	Province	Fārs	Fars
IR-08, Name for	Province	Kermān	Kerman
IR-09, Name for	Province	Khorāsān-e Raẕavī	Khorasan-e-Razavi
IR-10, Name for	Province	Eşfahān	Isfahan
IR-11, Name for	Province	Sīstān va Balūchestān	Sistan en Beloetsjistan
IR-12, Name for	Province	Kordestān	Kordestan
IR-13, Name for	Province	Hamadān	Hamadan
IR-14, Name for	Province	Chahār Maḩāl va Bakhtīārī	Chahar Mahaal en Bakhtiari
IR-15, Name for	Province	Lorestān	Lorestan
IR-16, Name for	Province	Īlām	Ilam
IR-17, Name for	Province	Kohgīlūyeh va Bowyer Aḩmad	Kohjiluyeh en Buyer Ahmad
IR-18, Name for	Province	Būshehr	Bushehr
IR-19, Name for	Province	Zanjān	Zanjan
IR-20, Name for	Province	Semnān	Semnan
IR-21, Name for	Province	Yazd	Yazd
IR-22, Name for	Province	Hormozgān	Hormosgan
IR-23, Name for	Province	Tehrān	Teheran
IR-24, Name for	Province	Ardabīl	Ardebil
IR-25, Name for	Province	Qom	Qom
IR-26, Name for	Province	Qazvīn	Qazvin
IR-27, Name for	Province	Golestān	Golestan
IR-28, Name for	Province	Khorāsān-e Shomālī	Khorasan-e-shomali
IR-29, Name for	Province	Khorāsān-e Jonūbī	Khorasan-e-Jonoobi
IR-30, Name for	Province	Alborz	Elboers; Elburz; Alborz
IS-1, Name for	Region	Höfuðborgarsvæði	Hoofdstedelijke Regio
IS-2, Name for	Region	Suðurnes	Zuidelijk schiereiland
IS-3, Name for	Region	Vesturland	Westland
IS-4, Name for	Region	Vestfirðir	Westfjorden
IS-5, Name for	Region	Norðurland vestra	Noordland west
IS-6, Name for	Region	Norðurland eystra	Noordland oost
IS-7, Name for	Region	Austurland	Oostland
IS-8, Name for	Region	Suðurland	Zuidland
IS-AKH, Name for	Municipality	Akrahreppur	NOG NIET VERTAALD
IS-AKN, Name for	Municipality	Akraneskaupstaður	NOG NIET VERTAALD
IS-AKU, Name for	Municipality	Akureyrarbær	NOG NIET VERTAALD
IS-ARN, Name for	Municipality	Árneshreppur	NOG NIET VERTAALD
IS-ASA, Name for	Municipality	Ásahreppur	NOG NIET VERTAALD
IS-BFJ, Name for	Municipality	Borgarfjarðarhreppur	NOG NIET VERTAALD
IS-BLA, Name for	Municipality	Bláskógabyggð	NOG NIET VERTAALD
IS-BLO, Name for	Municipality	Blönduósbær	NOG NIET VERTAALD
IS-BOG, Name for	Municipality	Borgarbyggð	NOG NIET VERTAALD
IS-BOL, Name for	Municipality	Bolungarvíkurkaupstaður	NOG NIET VERTAALD
IS-DAB, Name for	Municipality	Dalabyggð	Dalaba
IS-DAV, Name for	Municipality	Dalvíkurbyggð	NOG NIET VERTAALD
IS-DJU, Name for	Municipality	Djúpavogshreppur	NOG NIET VERTAALD
IS-EOM, Name for	Municipality	Eyja- og Miklaholtshreppur	NOG NIET VERTAALD
IS-EYF, Name for	Municipality	Eyjafjarðarsveit	NOG NIET VERTAALD
IS-FJD, Name for	Municipality	Fjarðabyggð	NOG NIET VERTAALD
IS-FJL, Name for	Municipality	Fjallabyggð	NOG NIET VERTAALD
IS-FLA, Name for	Municipality	Flóahreppur	NOG NIET VERTAALD
IS-FLD, Name for	Municipality	Fljótsdalshérað	NOG NIET VERTAALD
IS-FLR, Name for	Municipality	Fljótsdalshreppur	NOG NIET VERTAALD
IS-GAR, Name for	Municipality	Garðabær	NOG NIET VERTAALD
IS-GOG, Name for	Municipality	Grímsnes- og Grafningshreppur	NOG NIET VERTAALD
IS-GRN, Name for	Municipality	Grindavíkurbær	NOG NIET VERTAALD
IS-GRU, Name for	Municipality	Grundarfjarðarbær	NOG NIET VERTAALD
IS-GRY, Name for	Municipality	Grýtubakkahreppur	NOG NIET VERTAALD
IS-HAF, Name for	Municipality	Hafnarfjarðarkaupstaður	NOG NIET VERTAALD
IS-HEL, Name for	Municipality	Helgafellssveit	NOG NIET VERTAALD
IS-HRG, Name for	Municipality	Hörgársveit	NOG NIET VERTAALD
IS-HRU, Name for	Municipality	Hrunamannahreppur	NOG NIET VERTAALD
IS-HUT, Name for	Municipality	Húnavatnshreppur	NOG NIET VERTAALD
IS-HUV, Name for	Municipality	Húnaþing vestra	NOG NIET VERTAALD
IS-HVA, Name for	Municipality	Hvalfjarðarsveit	NOG NIET VERTAALD
IS-HVE, Name for	Municipality	Hveragerðisbær	NOG NIET VERTAALD
IS-ISA, Name for	Municipality	Ísafjarðarbær	NOG NIET VERTAALD
IS-KAL, Name for	Municipality	Kaldrananeshreppur	NOG NIET VERTAALD
IS-KJO, Name for	Municipality	Kjósarhreppur	NOG NIET VERTAALD
IS-KOP, Name for	Municipality	Kópavogsbær	NOG NIET VERTAALD
IS-LAN, Name for	Municipality	Langanesbyggð	NOG NIET VERTAALD
IS-MOS, Name for	Municipality	Mosfellsbær	NOG NIET VERTAALD
IS-MYR, Name for	Municipality	Mýrdalshreppur	NOG NIET VERTAALD
IS-NOR, Name for	Municipality	Norðurþing	NOG NIET VERTAALD
IS-RGE, Name for	Municipality	Rangárþing eystra	NOG NIET VERTAALD
IS-RGY, Name for	Municipality	Rangárþing ytra	NOG NIET VERTAALD
IS-RHH, Name for	Municipality	Reykhólahreppur	NOG NIET VERTAALD
IS-RKN, Name for	Municipality	Reykjanesbær	Reykjavik
IS-RKV, Name for	Municipality	Reykjavíkurborg	Reykjavik
IS-SBH, Name for	Municipality	Svalbarðshreppur	NOG NIET VERTAALD
IS-SBT, Name for	Municipality	Svalbarðsstrandarhreppur	NOG NIET VERTAALD
IS-SDN, Name for	Municipality	Suðurnesjabær	Zuidelijk schiereiland
IS-SDV, Name for	Municipality	Súðavíkurhreppur	NOG NIET VERTAALD
IS-SEL, Name for	Municipality	Seltjarnarnesbær	NOG NIET VERTAALD
IS-SEY, Name for	Municipality	Seyðisfjarðarkaupstaður	NOG NIET VERTAALD
IS-SFA, Name for	Municipality	Sveitarfélagið Árborg	NOG NIET VERTAALD
IS-SHF, Name for	Municipality	Sveitarfélagið Hornafjörður	NOG NIET VERTAALD
IS-SKF, Name for	Municipality	Skaftárhreppur	NOG NIET VERTAALD
IS-SKG, Name for	Municipality	Skagabyggð	NOG NIET VERTAALD
IS-SKO, Name for	Municipality	Skorradalshreppur	NOG NIET VERTAALD
IS-SKU, Name for	Municipality	Skútustaðahreppur	NOG NIET VERTAALD
IS-SNF, Name for	Municipality	Snæfellsbær	NOG NIET VERTAALD
IS-SOG, Name for	Municipality	Skeiða- og Gnúpverjahreppur	NOG NIET VERTAALD
IS-SOL, Name for	Municipality	Sveitarfélagið Ölfus	NOG NIET VERTAALD
IS-SSF, Name for	Municipality	Sveitarfélagið Skagafjörður	NOG NIET VERTAALD
IS-SSS, Name for	Municipality	Sveitarfélagið Skagaströnd	NOG NIET VERTAALD
IS-STR, Name for	Municipality	Strandabyggð	NOG NIET VERTAALD
IS-STY, Name for	Municipality	Stykkishólmsbær	NOG NIET VERTAALD
IS-SVG, Name for	Municipality	Sveitarfélagið Vogar	NOG NIET VERTAALD
IS-TAL, Name for	Municipality	Tálknafjarðarhreppur	NOG NIET VERTAALD
IS-THG, Name for	Municipality	Þingeyjarsveit	NOG NIET VERTAALD
IS-TJO, Name for	Municipality	Tjörneshreppur	NOG NIET VERTAALD
IS-VEM, Name for	Municipality	Vestmannaeyjabær	NOG NIET VERTAALD
IS-VER, Name for	Municipality	Vesturbyggð	Westfjorden
IS-VOP, Name for	Municipality	Vopnafjarðarhreppur	NOG NIET VERTAALD
IT-21, Name for	Region	Piemonte	Piëmont
IT-23, Name for	Autonomous region	Val d'Aoste	Aostadal
IT-25, Name for	Region	Lombardia	Lombardije
IT-32, Name for	Autonomous region	Trentino-Alto Adige	Trentino-Zuid-Tirol
IT-34, Name for	Region	Veneto	Veneto
IT-36, Name for	Autonomous region	Friuli Venezia Giulia	Friuli-Julisch Venetië
IT-42, Name for	Region	Liguria	Ligurië
IT-45, Name for	Region	Emilia-Romagna	Emilia-Romagna
IT-52, Name for	Region	Toscana	Toscane
IT-55, Name for	Region	Umbria	Umbrië
IT-57, Name for	Region	Marche	Marken
IT-62, Name for	Region	Lazio	Latium
IT-65, Name for	Region	Abruzzo	Abruzzen
IT-67, Name for	Region	Molise	Molise
IT-72, Name for	Region	Campania	Campanië
IT-75, Name for	Region	Puglia	Apulië
IT-77, Name for	Region	Basilicata	Basilicata
IT-78, Name for	Region	Calabria	Calabrië
IT-82, Name for	Autonomous region	Sicilia	Sicilië
IT-88, Name for	Autonomous region	Sardegna	Sardinië
IT-AG, Name for	Free municipal consortium	Agrigento	Agrigento
IT-AL, Name for	Province	Alessandria	Alessandria
IT-AN, Name for	Province	Ancona	Ancona
IT-AP, Name for	Province	Ascoli Piceno	Ascoli Piceno
IT-AQ, Name for	Province	L'Aquila	L'Aquila
IT-AR, Name for	Province	Arezzo	Arezzo
IT-AT, Name for	Province	Asti	Asti
IT-AV, Name for	Province	Avellino	Avellino
IT-BA, Name for	Metropolitan city	Bari	Bari
IT-BG, Name for	Province	Bergamo	Bergamo
IT-BI, Name for	Province	Biella	Biella
IT-BL, Name for	Province	Belluno	Belluno
IT-BN, Name for	Province	Benevento	Benevento
IT-BO, Name for	Metropolitan city	Bologna	Bologna
IT-BR, Name for	Province	Brindisi	Brindisi
IT-BS, Name for	Province	Brescia	Brescia
IT-BT, Name for	Province	Barletta-Andria-Trani	Barletta-Andria-Trani
IT-BZ, Name for	Autonomous province	Bolzano	Bolzano
IT-CA, Name for	Metropolitan city	Cagliari	Cagliari
IT-CB, Name for	Province	Campobasso	Campobasso
IT-CE, Name for	Province	Caserta	Caserta
